REF,REF_NAME,Total_INV_Q_COLIS,Month,Semaine,Monthly_INV_Q_COLIS,Previous Month Sales,Sales_Percentage
340049615,ROCKSTAR WATERMEL KIWI 500ML (144X12) FR,9131,2023-05,4.2024,72,2552.0,2
340049615,ROCKSTAR WATERMEL KIWI 500ML (144X12) FR,9131,2023-11,2.2024,2295,3277.0,70
340049615,ROCKSTAR WATERMEL KIWI 500ML (144X12) FR,9131,2024-01,15.2024,6624,2436.0,271
340049615,ROCKSTAR WATERMEL KIWI 500ML (144X12) FR,9131,2024-03,16.2024,126,3206.0,3
340049684,B&N PL BR BOUT DE LA MANGUE 120G (95X12),1221,2022-10,1.2024,1,791.0,0
340049684,B&N PL BR BOUT DE LA MANGUE 120G (95X12),1221,2023-09,6.2024,1,396.0,0
340049684,B&N PL BR BOUT DE LA MANGUE 120G (95X12),1221,2024-03,16.2024,1219,0.0,0
340049685,B&N PL BRUT VRY BERRY GOOD 120G (95X12),2148,2023-09,3.2024,20,282.0,7
340049685,B&N PL BRUT VRY BERRY GOOD 120G (95X12),2148,2024-01,12.2024,457,88.0,519
340049685,B&N PL BRUT VRY BERRY GOOD 120G (95X12),2148,2024-04,17.2024,1671,39.0,4284
340049686,B&N PL BRUT GRAINES CHOC 120G (95X12),70,1943-02,1.2024,2,0.0,0
340049686,B&N PL BRUT GRAINES CHOC 120G (95X12),70,2023-05,2.2024,68,0.0,0
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,1943-07,10.2024,1,29.0,3
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,1943-08,10.2024,2,29.0,6
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,1990-07,7.2024,1,1225.0,0
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,2023-07,7.2024,1,1225.0,0
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,2023-08,4.2024,2,22.0,9
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,2023-09,2.2024,1065,201.0,529
340049687,B&N PL BRUT ANANAS NOIX 120G  (95X12),1848,2023-12,2.2024,776,201.0,386
340049704,LIPT HERBAL MENTHE 1L (125X6),23,1943-04,1.2024,23,0.0,0
340049705,LIPT HERBAL HIBISCUS 1L (125X6),101,1942-09,1.2024,3,0.0,0
340049705,LIPT HERBAL HIBISCUS 1L (125X6),101,1943-03,1.2024,98,0.0,0
340049710,LAYS PAY FROMAGE JURA POIV 120G (16X24),3448,2024-01,10.2024,192,6528.0,2
340049710,LAYS PAY FROMAGE JURA POIV 120G (16X24),3448,2024-03,15.2024,12,7164.0,0
340049710,LAYS PAY FROMAGE JURA POIV 120G (16X24),3448,2024-03,17.2024,3244,10936.0,29
340049714,ALVALLE GAZPACHO ORI 500ML  C (250X6),3,2024-02,13.2024,3,9136.0,0
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,1942-07,1.2024,22,230.0,9
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,1942-08,1.2024,17,230.0,7
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,1943-08,10.2024,2,233.0,0
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,1943-10,10.2024,2,233.0,0
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,2023-08,7.2024,7,2606.0,0
340049734,"DORITOS SAUCE NACHO CHEE 0,898KG (132X6)",2522,2023-10,3.2024,2472,133.0,1858
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,1942-11,1.2024,3,190.0,1
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,1943-09,10.2024,5,1511.0,0
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,2022-11,1.2024,14,190.0,7
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,2023-09,2.2024,497,201.0,247
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,2023-11,17.2024,1,1474.0,0
340049735,"DORITOS SAUCE HOT SALSA 0,925KG (132X6)",1704,2023-11,2.2024,1184,201.0,589
340049954,LAYS PAY OIGNONS CARAMELISE 120G (16X24),15593,2023-01,1.2024,1,6065.0,0
340049954,LAYS PAY OIGNONS CARAMELISE 120G (16X24),15593,2023-12,2.2024,2353,5414.0,43
340049954,LAYS PAY OIGNONS CARAMELISE 120G (16X24),15593,2024-01,9.2024,10293,11236.0,91
340049954,LAYS PAY OIGNONS CARAMELISE 120G (16X24),15593,2024-03,15.2024,14,22757.0,0
340049954,LAYS PAY OIGNONS CARAMELISE 120G (16X24),15593,2024-03,16.2024,2932,22743.0,12
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2023-01,3.2024,24,4084.0,0
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2023-12,5.2024,233,4466.0,5
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2024-01,11.2024,401,3831.0,10
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2024-02,17.2024,1,9609.0,0
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2024-03,15.2024,9,6662.0,0
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2024-03,16.2024,24,7806.0,0
340049956,LAYS PAY FROMAGE AIL HERBES 120G (16X24),703,2024-03,17.2024,11,9609.0,0
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-10,1.2024,1,208.0,0
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-10,5.2024,24,1.0,2400
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-11,3.2024,15,32.0,46
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-11,4.2024,16,1.0,1600
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-12,13.2024,13,878.0,1
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-12,5.2024,1180,1.0,118000
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2023-12,7.2024,1,16.0,6
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2024-01,10.2024,400,151.0,264
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2024-01,12.2024,722,138.0,523
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2024-01,17.2024,2,2.0,100
340049959,LAYS PAY NATURE 155GX2 (16X9),2726,2024-01,8.2024,352,15.0,2346
340049960,LAYS ANC NATURE 155GX2 (16X9),1259,2023-09,2.2024,25,20.0,125
340049960,LAYS ANC NATURE 155GX2 (16X9),1259,2023-10,2.2024,80,20.0,400
340049960,LAYS ANC NATURE 155GX2 (16X9),1259,2023-10,5.2024,27,133.0,20
340049960,LAYS ANC NATURE 155GX2 (16X9),1259,2023-11,4.2024,1127,78.0,1444
340049961,LAYS PAY NATURE 295G (12X15),666,1942-10,1.2024,1,15031.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,1943-07,1.2024,1,15031.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,1943-11,10.2024,1,17694.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2022-12,1.2024,1,15031.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-03,3.2024,4,17674.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-04,2.2024,10,15084.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-10,2.2024,48,15084.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-10,3.2024,48,17674.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-11,1.2024,142,15031.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-11,11.2024,12,19748.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-11,5.2024,24,16653.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-11,6.2024,118,16491.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-12,12.2024,23,20000.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-12,3.2024,165,17674.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-12,4.2024,41,17057.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2023-12,9.2024,12,15684.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2024-01,7.2024,9,13810.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2024-02,17.2024,1,25442.0,0
340049961,LAYS PAY NATURE 295G (12X15),666,2024-03,15.2024,5,18925.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,1942-12,1.2024,1,20605.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,1943-11,10.2024,3,24714.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-09,2.2024,250,21391.0,1
340049962,LAYS ANC NATURE 155G (16X20),567,2023-09,4.2024,16,23009.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-10,3.2024,29,23868.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-11,4.2024,3,23009.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-11,9.2024,16,22570.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-12,12.2024,16,25523.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2023-12,9.2024,6,22570.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2024-01,9.2024,19,22570.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2024-02,9.2024,192,22570.0,0
340049962,LAYS ANC NATURE 155G (16X20),567,2024-03,16.2024,16,39256.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,1942-12,1.2024,2,3177.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,2023-08,1.2024,18,3177.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,2023-09,1.2024,60,3177.0,1
340049963,LAYS PAY NATURE 365G (20X12),662,2023-10,3.2024,20,4471.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,2023-10,4.2024,360,4506.0,7
340049963,LAYS PAY NATURE 365G (20X12),662,2023-11,1.2024,40,3177.0,1
340049963,LAYS PAY NATURE 365G (20X12),662,2023-12,3.2024,20,4471.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,2023-12,8.2024,69,3129.0,2
340049963,LAYS PAY NATURE 365G (20X12),662,2024-01,12.2024,62,4611.0,1
340049963,LAYS PAY NATURE 365G (20X12),662,2024-03,15.2024,10,8361.0,0
340049963,LAYS PAY NATURE 365G (20X12),662,2024-03,17.2024,1,13484.0,0
340049964,LAYS PAY NATURE 28G WIP (28X96),54,2023-12,16.2024,6,0.0,0
340049964,LAYS PAY NATURE 28G WIP (28X96),54,2023-12,6.2024,25,0.0,0
340049964,LAYS PAY NATURE 28G WIP (28X96),54,2024-01,17.2024,11,0.0,0
340049964,LAYS PAY NATURE 28G WIP (28X96),54,2024-02,15.2024,12,0.0,0
340049985,LAYS BOX 52U ANC NATURE 295G+10% (2X52),203,2023-11,1.2024,17,2.0,850
340049985,LAYS BOX 52U ANC NATURE 295G+10% (2X52),203,2023-12,3.2024,186,0.0,0
340049986,LAYS BOX 52U PAYS NATURE 295G+10% (2X52),132,2023-11,4.2024,4,0.0,0
340049986,LAYS BOX 52U PAYS NATURE 295G+10% (2X52),132,2023-11,5.2024,34,0.0,0
340049986,LAYS BOX 52U PAYS NATURE 295G+10% (2X52),132,2023-12,12.2024,68,487.0,13
340049986,LAYS BOX 52U PAYS NATURE 295G+10% (2X52),132,2023-12,3.2024,26,0.0,0
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2023-08,1.2024,12,83.0,14
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2023-08,15.2024,12,0.0,0
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2023-08,2.2024,48,83.0,57
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2023-09,5.2024,11,60.0,18
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2023-11,5.2024,11,60.0,18
340049987,LAYS ANC NATURE 28G WIP (30X120),95,2024-03,17.2024,1,0.0,0
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2023-09,6.2024,6,5871.0,0
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2023-10,1.2024,12,5857.0,0
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2023-11,2.2024,11,5429.0,0
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2023-11,4.2024,903,4797.0,18
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2024-01,11.2024,876,6246.0,14
340049989,MPK LAYS PAY NATURE 28GX6 (12X14),1816,2024-03,17.2024,8,10509.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2023-09,2.2024,48,13620.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2023-10,7.2024,12,13277.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2023-12,13.2024,7,15970.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2023-12,15.2024,12,24099.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2024-01,14.2024,516,20251.0,2
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2024-02,9.2024,72,15075.0,0
340049990,MPK LAYS ANC NATURE 28GX6 (12X14),689,2024-04,17.2024,22,27952.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2023-10,15.2024,20,6364.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2023-10,2.2024,8,2815.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2023-10,9.2024,12,2411.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2023-12,1.2024,20,2714.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2023-12,10.2024,4,2753.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2024-01,13.2024,3,2897.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2024-02,13.2024,3,2897.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2024-02,9.2024,60,2411.0,2
340049994,LAYS ANC NATURE 365G (20X12),151,2024-03,15.2024,20,6364.0,0
340049994,LAYS ANC NATURE 365G (20X12),151,2024-04,17.2024,1,10933.0,0
340049995,LAYS ANC NATURE 295G (12X15),64,2023-04,3.2024,4,10488.0,0
340049995,LAYS ANC NATURE 295G (12X15),64,2023-11,2.2024,36,7470.0,0
340049995,LAYS ANC NATURE 295G (12X15),64,2023-11,5.2024,24,9733.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2023-07,1.2024,96,27747.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2023-09,12.2024,16,34754.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2023-10,1.2024,14,27747.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2023-12,4.2024,2,29063.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2023-12,8.2024,16,30468.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2024-03,15.2024,9,44421.0,0
340049996,LAYS PAY NATURE 155G (16X20),185,2024-03,16.2024,32,52894.0,0
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-09,3.2024,104,44.0,236
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-09,6.2024,1,146.0,0
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-09,7.2024,12,254.0,4
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-10,5.2024,108,142.0,76
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-12,3.2024,20,44.0,45
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-12,6.2024,38,146.0,26
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2023-12,7.2024,12,254.0,4
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2024-01,14.2024,8,30.0,26
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2024-02,9.2024,36,138.0,26
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2024-03,14.2024,150,30.0,500
340050118,LAYS BOX 52U PAYS NATUR 365G (2X52),681,2024-04,17.2024,192,48.0,400
340050119,LAYS BOX 52U ANC NATURE 365G (2X52),356,2023-12,16.2024,2,160.0,1
340050119,LAYS BOX 52U ANC NATURE 365G (2X52),356,2023-12,7.2024,70,6.0,1166
340050119,LAYS BOX 52U ANC NATURE 365G (2X52),356,2023-12,8.2024,16,6.0,266
340050119,LAYS BOX 52U ANC NATURE 365G (2X52),356,2024-02,12.2024,48,20.0,240
340050119,LAYS BOX 52U ANC NATURE 365G (2X52),356,2024-04,17.2024,220,66.0,333
340050154,LAYS ANC NATURE 295G EXP (20X15),117,2023-05,1.2024,23,0.0,0
340050154,LAYS ANC NATURE 295G EXP (20X15),117,2023-08,2.2024,48,0.0,0
340050154,LAYS ANC NATURE 295G EXP (20X15),117,2023-11,2.2024,46,0.0,0
340050155,LAYS PAY NATURE 155G EX (32X20),564,2023-07,3.2024,512,0.0,0
340050155,LAYS PAY NATURE 155G EX (32X20),564,2023-11,6.2024,52,0.0,0
340050354,LAYS ANC NATURE 200G (36X11),26,2023-08,1.2024,26,0.0,0
340050496,LAYS PAYSANNE NATURE 200G (36X11),72,2023-08,1.2024,72,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,1942-08,1.2024,16,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,2023-08,1.2024,585,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,2023-08,2.2024,181,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,2023-09,1.2024,2781,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,2023-09,15.2024,78,0.0,0
340050636,LAYS PAY NATURE 28G WIP (30X120),3647,2023-09,16.2024,6,0.0,0
340051048,DORITOS BBQ STYLE 170G (32X10),1732,1943-09,10.2024,2,1152.0,0
340051048,DORITOS BBQ STYLE 170G (32X10),1732,2023-09,9.2024,2,1152.0,0
340051048,DORITOS BBQ STYLE 170G (32X10),1732,2023-11,3.2024,1728,8.0,21600
340051049,LAYS ANC MOUTARDE 120G (16X22),24,1943-11,10.2024,8,2574.0,0
340051049,LAYS ANC MOUTARDE 120G (16X22),24,2023-11,3.2024,8,3201.0,0
340051049,LAYS ANC MOUTARDE 120G (16X22),24,2024-02,14.2024,8,1772.0,0
340051174,LAYS 3D CACAHUETE 150G (16X22),43,1943-09,10.2024,3,1954.0,0
340051174,LAYS 3D CACAHUETE 150G (16X22),43,2023-09,2.2024,16,2277.0,0
340051174,LAYS 3D CACAHUETE 150G (16X22),43,2024-01,14.2024,8,3376.0,0
340051174,LAYS 3D CACAHUETE 150G (16X22),43,2024-02,12.2024,16,2438.0,0
340051175,LAYS 3D NATURE 150G (16X22),35,1943-05,1.2024,7,9355.0,0
340051175,LAYS 3D NATURE 150G (16X22),35,2023-11,15.2024,12,9628.0,0
340051175,LAYS 3D NATURE 150G (16X22),35,2024-02,12.2024,16,11361.0,0
340051176,LAYS 3D FROMAGE 150G (16X22),64,1943-04,1.2024,1,3137.0,0
340051176,LAYS 3D FROMAGE 150G (16X22),64,2023-09,2.2024,16,2996.0,0
340051176,LAYS 3D FROMAGE 150G (16X22),64,2023-11,16.2024,15,2806.0,0
340051176,LAYS 3D FROMAGE 150G (16X22),64,2024-02,10.2024,32,2971.0,1
340051177,LAYS 3D BACON 150G (16X22),1468,2023-10,6.2024,31,1925.0,1
340051177,LAYS 3D BACON 150G (16X22),1468,2023-12,9.2024,762,1322.0,57
340051177,LAYS 3D BACON 150G (16X22),1468,2024-01,5.2024,675,1973.0,34
340051179,LAYS ANC NATURE 145G EX (32X22),6,2023-12,9.2024,6,0.0,0
340051181,LAYS ANC JAMBON FUME 120G EX (32X22),68,2023-11,3.2024,68,0.0,0
340051182,DORITOS BBQ STYLE 170G+10% (12X22),127,2023-07,1.2024,127,0.0,0
340051183,DORITOS NACHO CHEESE 170G (32X10),1157,2023-10,15.2024,29,0.0,0
340051183,DORITOS NACHO CHEESE 170G (32X10),1157,2023-10,2.2024,96,0.0,0
340051183,DORITOS NACHO CHEESE 170G (32X10),1157,2023-11,16.2024,8,0.0,0
340051183,DORITOS NACHO CHEESE 170G (32X10),1157,2023-11,4.2024,1024,0.0,0
340051184,DORITOS NACHO CHEESE 170G+10% (12X22),282,2023-10,4.2024,275,12.0,2291
340051184,DORITOS NACHO CHEESE 170G+10% (12X22),282,2023-10,7.2024,7,0.0,0
340051186,DORITOS PAPRIKA 170G (32X10),22,1942-11,1.2024,1,0.0,0
340051186,DORITOS PAPRIKA 170G (32X10),22,1943-04,1.2024,1,0.0,0
340051186,DORITOS PAPRIKA 170G (32X10),22,1943-10,10.2024,10,0.0,0
340051186,DORITOS PAPRIKA 170G (32X10),22,2023-10,2.2024,10,0.0,0
340051187,DORITOS SWEET CHILI 170G (32X10),19623,1943-07,1.2024,1,40.0,2
340051187,DORITOS SWEET CHILI 170G (32X10),19623,1943-10,10.2024,2,32.0,6
340051187,DORITOS SWEET CHILI 170G (32X10),19623,2023-10,4.2024,32,40.0,80
340051187,DORITOS SWEET CHILI 170G (32X10),19623,2023-10,6.2024,31,4768.0,0
340051187,DORITOS SWEET CHILI 170G (32X10),19623,2023-11,2.2024,17893,40.0,44732
340051187,DORITOS SWEET CHILI 170G (32X10),19623,2023-11,4.2024,1664,40.0,4160
340051188,DORITOS SWEET CHILI 170G+10% (12X22),1329,2023-09,2.2024,1325,0.0,0
340051188,DORITOS SWEET CHILI 170G+10% (12X22),1329,2023-09,4.2024,4,228.0,1
340051189,LAYS ANC MOUTARDE 120G EX (32X22),135,2023-11,4.2024,135,0.0,0
340051190,LAYS ANC JAMBON FUME  120G (16X22),48,2023-08,2.2024,32,5059.0,0
340051190,LAYS ANC JAMBON FUME  120G (16X22),48,2023-09,3.2024,16,5440.0,0
340051191,LAYS CHIPS CHEESEBURGER 120G (16X24),40,2023-11,7.2024,16,5102.0,0
340051191,LAYS CHIPS CHEESEBURGER 120G (16X24),40,2024-02,12.2024,16,5490.0,0
340051191,LAYS CHIPS CHEESEBURGER 120G (16X24),40,2024-02,17.2024,8,12828.0,0
340051192,LAYS CHIPS FROMAGE DE CHEVR 120G (16X24),1741,2023-11,4.2024,2,1244.0,0
340051192,LAYS CHIPS FROMAGE DE CHEVR 120G (16X24),1741,2024-01,12.2024,16,591.0,2
340051192,LAYS CHIPS FROMAGE DE CHEVR 120G (16X24),1741,2024-03,16.2024,1723,16.0,10768
340051193,LAYS ANC NATURE 145G (16X22),1013,2023-09,3.2024,48,3906.0,1
340051193,LAYS ANC NATURE 145G (16X22),1013,2023-12,2.2024,834,3311.0,25
340051193,LAYS ANC NATURE 145G (16X22),1013,2024-01,12.2024,1,4794.0,0
340051193,LAYS ANC NATURE 145G (16X22),1013,2024-03,15.2024,66,4334.0,1
340051193,LAYS ANC NATURE 145G (16X22),1013,2024-03,17.2024,32,5533.0,0
340051193,LAYS ANC NATURE 145G (16X22),1013,2024-04,17.2024,32,5533.0,0
340051766,LIPT PASTEQUE MENTHE PET 500ML (120X12),8783,1943-01,1.2024,53,3972.0,1
340051766,LIPT PASTEQUE MENTHE PET 500ML (120X12),8783,2024-01,13.2024,7790,8235.0,94
340051766,LIPT PASTEQUE MENTHE PET 500ML (120X12),8783,2024-01,16.2024,940,21115.0,4
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,1942-10,1.2024,1,131.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,1943-08,1.2024,1,131.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,1943-08,10.2024,3,0.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,1943-09,10.2024,11,0.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,1943-09,9.2024,5,0.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,2023-08,4.2024,3,276.0,1
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,2023-09,1.2024,60,131.0,45
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,2023-09,8.2024,179,0.0,0
340052597,DORITOS TC LIGHTLY SALTED 455G (12X12),287,2023-10,5.2024,24,145.0,16
340052606,LIPT PECHE PET 1.25L (84X6),1704,2023-05,1.2024,420,134527.0,0
340052606,LIPT PECHE PET 1.25L (84X6),1704,2023-08,2.2024,164,135724.0,0
340052606,LIPT PECHE PET 1.25L (84X6),1704,2023-09,5.2024,58,153410.0,0
340052606,LIPT PECHE PET 1.25L (84X6),1704,2023-10,2.2024,579,135724.0,0
340052606,LIPT PECHE PET 1.25L (84X6),1704,2024-01,13.2024,84,374.0,22
340052606,LIPT PECHE PET 1.25L (84X6),1704,2024-02,12.2024,315,1652.0,19
340052606,LIPT PECHE PET 1.25L (84X6),1704,2024-03,6.2024,84,144654.0,0
340052751,7UP REG CAN 330MLX12 10% (2X88),314,2023-09,1.2024,258,116.0,222
340052751,7UP REG CAN 330MLX12 10% (2X88),314,2023-11,6.2024,56,56.0,100
340052752,PEPSI ZERO CAN 330MLX12 10% (2X88),100,2023-10,1.2024,20,0.0,0
340052752,PEPSI ZERO CAN 330MLX12 10% (2X88),100,2023-10,16.2024,2,0.0,0
340052752,PEPSI ZERO CAN 330MLX12 10% (2X88),100,2024-01,10.2024,78,0.0,0
340052753,PEPSI REG CAN 330MLX12 10% (2X88),26,2023-07,1.2024,26,4.0,650
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,1943-08,10.2024,135,5818.0,2
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,2023-08,1.2024,252,30070.0,0
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,2023-08,2.2024,135,32947.0,0
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,2023-10,8.2024,63,7791.0,0
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,2024-02,11.2024,1428,4336.0,32
340053004,LIPT ZERO PECHE PET 1.25L (84X6),4785,2024-02,13.2024,2772,2512.0,110
340053005,LIPT CIT CV PET 1.25L (84X6),1701,2023-05,3.2024,21,17157.0,0
340053005,LIPT CIT CV PET 1.25L (84X6),1701,2023-09,1.2024,1617,14343.0,11
340053005,LIPT CIT CV PET 1.25L (84X6),1701,2023-11,1.2024,63,14343.0,0
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,1943-04,1.2024,8,28560.0,0
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,1943-08,10.2024,32,168.0,19
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2023-08,1.2024,38,28560.0,0
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2023-08,3.2024,21,19775.0,0
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2023-10,13.2024,60,788.0,7
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2023-12,5.2024,1848,8561.0,21
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2023-12,6.2024,2268,5957.0,38
340053007,LIPT GREEN CCV MENTHE PET 1.25L (84X6),4527,2024-02,15.2024,252,1512.0,16
340053008,LIPT PECHE ABRICOT PET 1.25L (84X6),357,2023-11,10.2024,21,0.0,0
340053008,LIPT PECHE ABRICOT PET 1.25L (84X6),357,2023-11,3.2024,84,19698.0,0
340053008,LIPT PECHE ABRICOT PET 1.25L (84X6),357,2024-02,13.2024,84,0.0,0
340053008,LIPT PECHE ABRICOT PET 1.25L (84X6),357,2024-03,14.2024,168,0.0,0
