REF,REF_NAME,Total_INV_Q_COLIS,Month,Semaine,Monthly_INV_Q_COLIS,Previous Month Sales,Sales_Percentage
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-11,6.2024,64,14762.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-12,2.2024,59,12840.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-12,6.2024,117,14762.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2023-12,9.2024,19,17907.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2024-01,4.2024,1,12578.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2024-01,6.2024,92,14762.0,0
340054374,LAYS CHIPS BBQ HD 250G (24X15),724,2024-01,7.2024,32,14597.0,0
340054385,PEPSI REG VC 330ML (60X24),6,2023-12,17.2024,6,24200.0,0
340054389,PEPSI ZERO CAN 330MLX6 (DP44X4),2772,2023-08,1.2024,2772,8976.0,30
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-10,1.2024,12,3447.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-10,2.2024,27,2827.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-10,3.2024,20,3967.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-11,4.2024,105,5721.0,1
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-12,4.2024,9,5721.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2023-12,9.2024,12,3686.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2024-01,6.2024,46,7341.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2024-01,9.2024,21,3686.0,0
340054494,LAYS ANC NATURE HD 295G (20X15),300,2024-02,13.2024,43,4011.0,1
340054494,LAYS ANC NATURE HD 295G (20X15),300,2024-03,15.2024,5,5836.0,0
340054502,LIPT ZERO PECHE PET 1.25L (2X180),598,2023-07,1.2024,56,26.0,215
340054502,LIPT ZERO PECHE PET 1.25L (2X180),598,2023-11,2.2024,378,32.0,1181
340054502,LIPT ZERO PECHE PET 1.25L (2X180),598,2024-02,13.2024,164,198.0,82
340054873,MIRINDA FRAISE PET 2L (64X6),99,2023-11,9.2024,48,30000.0,0
340054873,MIRINDA FRAISE PET 2L (64X6),99,2024-01,10.2024,19,35552.0,0
340054873,MIRINDA FRAISE PET 2L (64X6),99,2024-03,17.2024,32,11840.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-09,1.2024,15,8155.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-09,2.2024,471,7287.0,6
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-09,6.2024,28,7632.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-10,1.2024,2959,8155.0,36
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-10,2.2024,2228,7287.0,30
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-11,2.2024,25,7287.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-12,10.2024,4,9254.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-12,5.2024,863,7240.0,11
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2023-12,7.2024,5,8785.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-01,11.2024,22,7348.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-01,14.2024,8,9137.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-01,9.2024,21,8112.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-02,12.2024,7,7572.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-02,14.2024,14,9137.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-03,16.2024,63,6879.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-04,16.2024,19,6879.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-05,16.2024,26,6879.0,0
340054875,LAYS ANC NATURE ALDI 155G (28X20),6799,2024-06,16.2024,21,6879.0,0
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2023-11,4.2024,2238,28509.0,7
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2023-12,1.2024,1455,50288.0,2
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2023-12,4.2024,3,28509.0,0
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-01,5.2024,153,14788.0,1
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-01,7.2024,2988,12584.0,23
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-01,9.2024,294,21291.0,1
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-02,12.2024,170,19631.0,0
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-02,9.2024,71,21291.0,0
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-03,14.2024,455,26937.0,1
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-03,15.2024,127,26215.0,0
340054879,LAYS CHIPS NATURE 25G EX (96X24),8154,2024-03,17.2024,200,27643.0,0
340054880,LAYS CHIPS NATURE 75G (40X15),51,2024-02,11.2024,51,13708.0,0
340054882,LAYS CHIPS NATURE 145G (16X20),28,2024-02,12.2024,16,11279.0,0
340054882,LAYS CHIPS NATURE 145G (16X20),28,2024-02,15.2024,12,8867.0,0
340054883,LAYS CHIPS NATURE 135G (16X20),34,1943-10,9.2024,6,24192.0,0
340054883,LAYS CHIPS NATURE 135G (16X20),34,2023-10,4.2024,22,22628.0,0
340054883,LAYS CHIPS NATURE 135G (16X20),34,2024-01,9.2024,4,24192.0,0
340054883,LAYS CHIPS NATURE 135G (16X20),34,2024-02,11.2024,2,24850.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-08,1.2024,18,7811.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-08,2.2024,16,6243.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-09,2.2024,29,6243.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-09,4.2024,55,5499.0,1
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-10,1.2024,54,7811.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-11,2.2024,67,6243.0,1
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-11,3.2024,21,7174.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-11,6.2024,18,6670.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-12,16.2024,16,1287.0,1
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-12,3.2024,64,7174.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-12,4.2024,51,5499.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2023-12,9.2024,6,8288.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-01,15.2024,6,4046.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-01,7.2024,5,6019.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-01,9.2024,27,8288.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-02,12.2024,23,7722.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-02,13.2024,36,7036.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-02,14.2024,22,5748.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-03,15.2024,302,4046.0,7
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-03,16.2024,107,1287.0,8
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-04,14.2024,32,5748.0,0
340054904,LAYS CHIPS BBQ ALDI 135G (28X20),993,2024-04,15.2024,18,4046.0,0
340054977,ROCKSTAR ORIG MID CAL 250ML (132X24) FR,5833,2024-01,17.2024,5833,845.0,690
340054978,ROCKSTAR ORIG MID CAL 500ML (144X12) FR,3168,2024-01,5.2024,1296,6263.0,20
340054978,ROCKSTAR ORIG MID CAL 500ML (144X12) FR,3168,2024-03,17.2024,1872,13247.0,14
340055024,LAYS CHIPS NATURE 250G (24X15),141,2023-12,15.2024,20,25311.0,0
340055024,LAYS CHIPS NATURE 250G (24X15),141,2024-02,9.2024,97,19064.0,0
340055024,LAYS CHIPS NATURE 250G (24X15),141,2024-03,15.2024,23,25311.0,0
340055024,LAYS CHIPS NATURE 250G (24X15),141,2024-03,17.2024,1,33627.0,0
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2023-11,4.2024,1348,1540.0,87
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-01,12.2024,47,2144.0,2
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-01,7.2024,245,1676.0,14
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-02,11.2024,73,2904.0,2
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-02,15.2024,20,1212.0,1
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-03,12.2024,662,2144.0,30
340055025,LAYS CHIPS NATURE 250G EX (24X15),3131,2024-03,17.2024,736,2621.0,28
340055026,LAYS CHIPS NATURE 370G  (20X12),440,2023-11,3.2024,20,6420.0,0
340055026,LAYS CHIPS NATURE 370G  (20X12),440,2023-11,4.2024,420,5486.0,7
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-10,2.2024,25,5544.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-11,1.2024,66,6076.0,1
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-11,2.2024,472,5544.0,8
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-12,12.2024,23,6637.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-12,2.2024,11,5544.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2023-12,8.2024,19,7812.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-01,12.2024,246,6637.0,3
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-01,6.2024,52,6020.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-02,11.2024,63,7351.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-02,13.2024,1461,7421.0,19
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-02,14.2024,13,11593.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-02,8.2024,27,7812.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-03,13.2024,84,7421.0,1
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-03,15.2024,512,11550.0,4
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-03,16.2024,35,10029.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-03,17.2024,26,9183.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-04,14.2024,8,11593.0,0
340055027,LAYS CHIPS NATURE ALDI 135G (28X20),3168,2024-06,17.2024,25,9183.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2023-11,2.2024,314,19233.0,1
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2023-12,11.2024,373,112225.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2023-12,8.2024,62,107361.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2024-01,13.2024,45,91612.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2024-01,17.2024,286,20266.0,1
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2024-02,11.2024,45,112225.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2024-03,15.2024,29,86940.0,0
340055035,MIRINDA FRAISE CAN 330ML (99X24),1216,2024-03,16.2024,62,48463.0,0
340055256,DORITOS BBQ 160G (32X10),112,2024-01,10.2024,112,12013.0,0
340055257,DORITOS NATURE 160G (32X10),1249,2024-01,15.2024,32,36104.0,0
340055257,DORITOS NATURE 160G (32X10),1249,2024-02,15.2024,1024,36104.0,2
340055257,DORITOS NATURE 160G (32X10),1249,2024-04,17.2024,193,51459.0,0
340055259,DORITOS SWEET CHILI 160G (32X10),2759,2023-12,13.2024,64,27971.0,0
340055259,DORITOS SWEET CHILI 160G (32X10),2759,2024-01,12.2024,62,24915.0,0
340055259,DORITOS SWEET CHILI 160G (32X10),2759,2024-01,14.2024,8,34987.0,0
340055259,DORITOS SWEET CHILI 160G (32X10),2759,2024-02,12.2024,1,24915.0,0
340055259,DORITOS SWEET CHILI 160G (32X10),2759,2024-02,13.2024,2624,27971.0,9
340055260,DORITOS NACHO CHEESE 160G (32X10),1196,2023-12,5.2024,11,20757.0,0
340055260,DORITOS NACHO CHEESE 160G (32X10),1196,2024-01,13.2024,1152,36966.0,3
340055260,DORITOS NACHO CHEESE 160G (32X10),1196,2024-02,13.2024,32,36966.0,0
340055260,DORITOS NACHO CHEESE 160G (32X10),1196,2024-03,17.2024,1,68802.0,0
340055369,DORITOS NACHO CHEESE 160G+10% (12X22),7,2024-03,15.2024,7,52.0,13
340055370,DORITOS NATURE 160G+10% (12X22),1384,2024-03,15.2024,1384,60.0,2306
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2023-10,2.2024,10,6432.0,0
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2023-11,4.2024,63,7392.0,0
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2024-01,4.2024,29,7392.0,0
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2024-02,11.2024,22,6456.0,0
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2024-02,14.2024,37,888.0,4
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2024-03,14.2024,23,888.0,2
340055393,DORITOS NACHO CHEESE HD 230G (24X18),288,2024-03,16.2024,104,57.0,182
340055456,ROCKSTAR BLOOD ORANGE 500ML (144X12) FR,1152,2024-01,4.2024,576,432.0,133
340055456,ROCKSTAR BLOOD ORANGE 500ML (144X12) FR,1152,2024-03,16.2024,576,2189.0,26
340055825,DORITOS SWEET CHILI 230G (12X18),92,2023-12,7.2024,19,12076.0,0
340055825,DORITOS SWEET CHILI 230G (12X18),92,2023-12,8.2024,60,12870.0,0
340055825,DORITOS SWEET CHILI 230G (12X18),92,2024-01,7.2024,1,12076.0,0
340055825,DORITOS SWEET CHILI 230G (12X18),92,2024-02,9.2024,12,11944.0,0
340055826,DORITOS NATURE 230G (12X18),2074,2024-02,17.2024,11,579.0,1
340055826,DORITOS NATURE 230G (12X18),2074,2024-02,9.2024,12,10783.0,0
340055826,DORITOS NATURE 230G (12X18),2074,2024-03,13.2024,24,8297.0,0
340055826,DORITOS NATURE 230G (12X18),2074,2024-04,17.2024,2027,579.0,350
340055827,DORITOS NACHO CHEESE 230G (12X18),33,2023-12,9.2024,12,16340.0,0
340055827,DORITOS NACHO CHEESE 230G (12X18),33,2024-01,9.2024,14,16340.0,0
340055827,DORITOS NACHO CHEESE 230G (12X18),33,2024-03,15.2024,7,4612.0,0
340055845,DORITOS NACHO CHEESE 44G (48X20),7,2024-03,17.2024,7,15699.0,0
340056051,B&N TW BBQ 150G (48X20),3424,2024-02,11.2024,3340,1747.0,191
340056051,B&N TW BBQ 150G (48X20),3424,2024-02,13.2024,84,2045.0,4
340056066,B&N TW BACON 150GX2+10% (48X10),2964,2023-11,4.2024,631,583.0,108
340056066,B&N TW BACON 150GX2+10% (48X10),2964,2023-12,3.2024,1745,0.0,0
340056066,B&N TW BACON 150GX2+10% (48X10),2964,2024-04,17.2024,588,1710.0,34
340056067,B&N TW SEL 150GX2+10% (48X10),1471,2023-11,1.2024,421,0.0,0
340056067,B&N TW SEL 150GX2+10% (48X10),1471,2023-12,5.2024,1050,0.0,0
340056103,DORITOS COL NATURE 160G+10% (4X88),290,2024-03,17.2024,290,278.0,104
340056224,DORITOS COL NACHO CHEESE 160G+10% (4X88),76,2024-03,17.2024,76,351.0,21
340056559,LIPT HERBAL HIBISCUS PET 1.25L (105X6),210,2024-03,17.2024,210,14616.0,1
340056594,DORITOS TC LIGHTLY SALTED 455G (12X12),1785,2023-12,12.2024,24,1138.0,2
340056594,DORITOS TC LIGHTLY SALTED 455G (12X12),1785,2023-12,5.2024,213,396.0,53
340056594,DORITOS TC LIGHTLY SALTED 455G (12X12),1785,2024-01,6.2024,1186,378.0,313
340056594,DORITOS TC LIGHTLY SALTED 455G (12X12),1785,2024-02,12.2024,248,1138.0,21
340056594,DORITOS TC LIGHTLY SALTED 455G (12X12),1785,2024-03,14.2024,114,2039.0,5
340056860,LAYS CHIPS BBQ ALDI 135G (28X20),178,2024-05,14.2024,18,5556.0,0
340056860,LAYS CHIPS BBQ ALDI 135G (28X20),178,2024-05,16.2024,110,7348.0,1
340056860,LAYS CHIPS BBQ ALDI 135G (28X20),178,2024-06,17.2024,50,8432.0,0
340056877,LIPT SPARKLING PECHE PET 1.25L (84X6),82,2024-05,15.2024,82,14722.0,0
340056881,LIPT GREEN CCV MENTHE PET 1.25L (105X6),459,2024-03,17.2024,459,38913.0,1
340056883,LIPT GREEN AGRUMES PET 1.25L (105X6),2100,2024-03,15.2024,2100,5943.0,35
340056885,LIPT GREEN WHITE PEACH PET 1.25L (105X6),525,2024-03,16.2024,525,11130.0,4
340056955,"MPK LAYS CHIPS ARO 25GX2 27,5GX4 (12X14)",33,2024-03,17.2024,11,13916.0,0
340056955,"MPK LAYS CHIPS ARO 25GX2 27,5GX4 (12X14)",33,2024-04,17.2024,22,13916.0,0
